"","prey","predator"
"4328","g__Nannochloropsis","s__Zacco_platypus"
"4329","g__Neoporphyra","s__Zacco_platypus"
"4330","g__Nitzschia","s__Zacco_platypus"
"4331","g__norank_o__Chloroplast","s__Zacco_platypus"
"4332","g__Padina","s__Zacco_platypus"
"4333","g__Pedospumella","s__Zacco_platypus"
"4334","g__Pinnularia","s__Zacco_platypus"
"4335","g__Planosiphon","s__Zacco_platypus"
"4336","g__Pterosiphonia","s__Zacco_platypus"
"4337","g__Sellaphora","s__Zacco_platypus"
"4338","g__Skeletonema","s__Zacco_platypus"
"4339","g__Stephanodiscus","s__Zacco_platypus"
"4340","g__Synura","s__Zacco_platypus"
"4341","g__Thalassiosira","s__Zacco_platypus"
"4342","g__Munida","g__Cephalothrix"
"4343","g__Pseudopolydora","g__Cephalothrix"
"4344","g__Tumidotheres","g__Cephalothrix"
"4345","g__Sinocalanus","g__Cephalothrix"
"4346","g__Pseudodiaptomus","g__Cephalothrix"
"4347","g__Tortanus","g__Cephalothrix"
"4348","g__Cavernulicola","g__Munida"
"4349","g__Chlamydomonas","g__Munida"
"4350","g__Chlorella","g__Munida"
"4351","g__Chloropicon","g__Munida"
"4352","g__Chrysochromulina","g__Munida"
"4353","g__Cladosiphon","g__Munida"
"4354","g__Cladostephus","g__Munida"
"4355","g__Colpomenia","g__Munida"
"4356","g__Cryptomonas","g__Munida"
"4357","g__Cyanobium_PCC-6307","g__Munida"
"4358","g__Cyclostephanos","g__Munida"
"4359","g__Cyclotella","g__Munida"
"4360","g__Cymbella","g__Munida"
"4361","g__Dictyota","g__Munida"
"4362","g__Dinobryon","g__Munida"
"4363","g__Ethelia","g__Munida"
"4364","g__Eudesme","g__Munida"
"4365","g__Haramonas","g__Munida"
"4366","g__Hemiaulus","g__Munida"
"4367","g__Kryptoperidinium","g__Munida"
"4368","g__Mayamaea","g__Munida"
"4369","g__Melosira","g__Munida"
"4370","g__Micractinium","g__Munida"
"4371","g__Myriogloea","g__Munida"
"4372","g__Nannochloropsis","g__Munida"
"4373","g__Neoporphyra","g__Munida"
"4374","g__Nitzschia","g__Munida"
"4375","g__norank_o__Chloroplast","g__Munida"
"4376","g__Padina","g__Munida"
"4377","g__Pedospumella","g__Munida"
"4378","g__Pinnularia","g__Munida"
"4379","g__Planosiphon","g__Munida"
"4380","g__Pterosiphonia","g__Munida"
"4381","g__Sellaphora","g__Munida"
"4382","g__Skeletonema","g__Munida"
"4383","g__Stephanodiscus","g__Munida"
"4384","g__Synura","g__Munida"
"4385","g__Thalassiosira","g__Munida"
"4386","g__Sinocalanus","g__Pseudopolydora"
"4387","g__Pseudodiaptomus","g__Pseudopolydora"
"4388","g__Tortanus","g__Pseudopolydora"
"4389","g__Carybdea","g__Pseudopolydora"
"4390","g__Hydra","g__Pseudopolydora"
"4391","g__Rathkea","g__Pseudopolydora"
"4392","g__Aequorea","g__Pseudopolydora"
"4393","g__Aglaophenia","g__Pseudopolydora"
"4394","g__Orthopyxis","g__Pseudopolydora"
"4395","g__Obelia","g__Pseudopolydora"
"4396","g__Agalma","g__Pseudopolydora"
"4397","g__Apolemia","g__Pseudopolydora"
"4398","g__Physophora","g__Pseudopolydora"
"4399","g__Pelagia","g__Pseudopolydora"
"4400","g__Laternula","g__Pseudopolydora"
"4401","g__Notopala","g__Pseudopolydora"
"4402","g__Fluminicola","g__Pseudopolydora"
"4403","g__Euspira","g__Pseudopolydora"
"4404","g__Hypselodoris","g__Pseudopolydora"
"4405","g__Reticulidia","g__Pseudopolydora"
"4406","g__Sulcospira","g__Pseudopolydora"
"4407","g__Glyptophysa","g__Pseudopolydora"
"4408","g__Brachionus","g__Pseudopolydora"
"4409","g__Lecane","g__Pseudopolydora"
"4410","g__Cephalodella","g__Pseudopolydora"
"4411","g__Polyarthra","g__Pseudopolydora"
"4412","g__Synchaeta","g__Pseudopolydora"
"4413","g__Cunea","g__Pseudopolydora"
"4414","g__Korotnevella","g__Pseudopolydora"
"4415","g__Vexillifera","g__Pseudopolydora"
"4416","g__Cochliopodium","g__Pseudopolydora"
"4417","g__Parvamoeba","g__Pseudopolydora"
"4418","g__Acanthamoeba","g__Pseudopolydora"
"4419","g__Nothophytophthora","g__Pseudopolydora"
"4420","g__Peronospora","g__Pseudopolydora"
"4421","g__Phytophthora","g__Pseudopolydora"
"4422","g__Globisporangium","g__Pseudopolydora"
"4423","g__Halophytophthora","g__Pseudopolydora"
"4424","g__Phytopythium","g__Pseudopolydora"
"4425","g__Pythium","g__Pseudopolydora"
"4426","g__Achlya","g__Pseudopolydora"
"4427","g__Leptolegnia","g__Pseudopolydora"
"4428","g__Haptoglossa","g__Pseudopolydora"
"4429","g__Apodera","g__Pseudopolydora"
"4430","g__Monosiga","g__Pseudopolydora"
"4431","g__Thecamonas","g__Pseudopolydora"
"4432","g__Cavernulicola","g__Pseudopolydora"
"4433","g__Chlamydomonas","g__Pseudopolydora"
"4434","g__Chlorella","g__Pseudopolydora"
"4435","g__Chloropicon","g__Pseudopolydora"
"4436","g__Chrysochromulina","g__Pseudopolydora"
"4437","g__Cladosiphon","g__Pseudopolydora"
"4438","g__Cladostephus","g__Pseudopolydora"
"4439","g__Colpomenia","g__Pseudopolydora"
"4440","g__Cryptomonas","g__Pseudopolydora"
"4441","g__Cyanobium_PCC-6307","g__Pseudopolydora"
"4442","g__Cyclostephanos","g__Pseudopolydora"
"4443","g__Cyclotella","g__Pseudopolydora"
"4444","g__Cymbella","g__Pseudopolydora"
"4445","g__Dictyota","g__Pseudopolydora"
"4446","g__Dinobryon","g__Pseudopolydora"
"4447","g__Ethelia","g__Pseudopolydora"
"4448","g__Eudesme","g__Pseudopolydora"
"4449","g__Haramonas","g__Pseudopolydora"
"4450","g__Hemiaulus","g__Pseudopolydora"
"4451","g__Kryptoperidinium","g__Pseudopolydora"
"4452","g__Mayamaea","g__Pseudopolydora"
"4453","g__Melosira","g__Pseudopolydora"
"4454","g__Micractinium","g__Pseudopolydora"
"4455","g__Myriogloea","g__Pseudopolydora"
"4456","g__Nannochloropsis","g__Pseudopolydora"
"4457","g__Neoporphyra","g__Pseudopolydora"
"4458","g__Nitzschia","g__Pseudopolydora"
"4459","g__norank_o__Chloroplast","g__Pseudopolydora"
"4460","g__Padina","g__Pseudopolydora"
"4461","g__Pedospumella","g__Pseudopolydora"
"4462","g__Pinnularia","g__Pseudopolydora"
"4463","g__Planosiphon","g__Pseudopolydora"
"4464","g__Pterosiphonia","g__Pseudopolydora"
"4465","g__Sellaphora","g__Pseudopolydora"
"4466","g__Skeletonema","g__Pseudopolydora"
"4467","g__Stephanodiscus","g__Pseudopolydora"
"4468","g__Synura","g__Pseudopolydora"
"4469","g__Thalassiosira","g__Pseudopolydora"
"4470","g__Cavernulicola","g__Tumidotheres"
"4471","g__Chlamydomonas","g__Tumidotheres"
"4472","g__Chlorella","g__Tumidotheres"
"4473","g__Chloropicon","g__Tumidotheres"
"4474","g__Chrysochromulina","g__Tumidotheres"
"4475","g__Cladosiphon","g__Tumidotheres"
"4476","g__Cladostephus","g__Tumidotheres"
"4477","g__Colpomenia","g__Tumidotheres"
"4478","g__Cryptomonas","g__Tumidotheres"
"4479","g__Cyanobium_PCC-6307","g__Tumidotheres"
"4480","g__Cyclostephanos","g__Tumidotheres"
"4481","g__Cyclotella","g__Tumidotheres"
"4482","g__Cymbella","g__Tumidotheres"
"4483","g__Dictyota","g__Tumidotheres"
"4484","g__Dinobryon","g__Tumidotheres"
"4485","g__Ethelia","g__Tumidotheres"
"4486","g__Eudesme","g__Tumidotheres"
"4487","g__Haramonas","g__Tumidotheres"
"4488","g__Hemiaulus","g__Tumidotheres"
"4489","g__Kryptoperidinium","g__Tumidotheres"
"4490","g__Mayamaea","g__Tumidotheres"
"4491","g__Melosira","g__Tumidotheres"
"4492","g__Micractinium","g__Tumidotheres"
"4493","g__Myriogloea","g__Tumidotheres"
"4494","g__Nannochloropsis","g__Tumidotheres"
"4495","g__Neoporphyra","g__Tumidotheres"
"4496","g__Nitzschia","g__Tumidotheres"
"4497","g__norank_o__Chloroplast","g__Tumidotheres"
"4498","g__Padina","g__Tumidotheres"
"4499","g__Pedospumella","g__Tumidotheres"
"4500","g__Pinnularia","g__Tumidotheres"
"4501","g__Planosiphon","g__Tumidotheres"
"4502","g__Pterosiphonia","g__Tumidotheres"
"4503","g__Sellaphora","g__Tumidotheres"
"4504","g__Skeletonema","g__Tumidotheres"
"4505","g__Stephanodiscus","g__Tumidotheres"
"4506","g__Synura","g__Tumidotheres"
"4507","g__Thalassiosira","g__Tumidotheres"
"4508","g__Cavernulicola","g__Sinocalanus"
"4509","g__Chlamydomonas","g__Sinocalanus"
"4510","g__Chlorella","g__Sinocalanus"
"4511","g__Chloropicon","g__Sinocalanus"
"4512","g__Chrysochromulina","g__Sinocalanus"
"4513","g__Cladosiphon","g__Sinocalanus"
"4514","g__Cladostephus","g__Sinocalanus"
"4515","g__Colpomenia","g__Sinocalanus"
"4516","g__Cryptomonas","g__Sinocalanus"
"4517","g__Cyanobium_PCC-6307","g__Sinocalanus"
"4518","g__Cyclostephanos","g__Sinocalanus"
"4519","g__Cyclotella","g__Sinocalanus"
"4520","g__Cymbella","g__Sinocalanus"
"4521","g__Dictyota","g__Sinocalanus"
"4522","g__Dinobryon","g__Sinocalanus"
"4523","g__Ethelia","g__Sinocalanus"
"4524","g__Eudesme","g__Sinocalanus"
"4525","g__Haramonas","g__Sinocalanus"
"4526","g__Hemiaulus","g__Sinocalanus"
"4527","g__Kryptoperidinium","g__Sinocalanus"
"4528","g__Mayamaea","g__Sinocalanus"
"4529","g__Melosira","g__Sinocalanus"
"4530","g__Micractinium","g__Sinocalanus"
"4531","g__Myriogloea","g__Sinocalanus"
"4532","g__Nannochloropsis","g__Sinocalanus"
"4533","g__Neoporphyra","g__Sinocalanus"
"4534","g__Nitzschia","g__Sinocalanus"
"4535","g__norank_o__Chloroplast","g__Sinocalanus"
"4536","g__Padina","g__Sinocalanus"
"4537","g__Pedospumella","g__Sinocalanus"
"4538","g__Pinnularia","g__Sinocalanus"
"4539","g__Planosiphon","g__Sinocalanus"
"4540","g__Pterosiphonia","g__Sinocalanus"
"4541","g__Sellaphora","g__Sinocalanus"
"4542","g__Skeletonema","g__Sinocalanus"
"4543","g__Stephanodiscus","g__Sinocalanus"
"4544","g__Synura","g__Sinocalanus"
"4545","g__Thalassiosira","g__Sinocalanus"
"4546","g__Cavernulicola","g__Pseudodiaptomus"
"4547","g__Chlamydomonas","g__Pseudodiaptomus"
"4548","g__Chlorella","g__Pseudodiaptomus"
"4549","g__Chloropicon","g__Pseudodiaptomus"
"4550","g__Chrysochromulina","g__Pseudodiaptomus"
"4551","g__Cladosiphon","g__Pseudodiaptomus"
"4552","g__Cladostephus","g__Pseudodiaptomus"
"4553","g__Colpomenia","g__Pseudodiaptomus"
"4554","g__Cryptomonas","g__Pseudodiaptomus"
"4555","g__Cyanobium_PCC-6307","g__Pseudodiaptomus"
"4556","g__Cyclostephanos","g__Pseudodiaptomus"
"4557","g__Cyclotella","g__Pseudodiaptomus"
"4558","g__Cymbella","g__Pseudodiaptomus"
"4559","g__Dictyota","g__Pseudodiaptomus"
"4560","g__Dinobryon","g__Pseudodiaptomus"
"4561","g__Ethelia","g__Pseudodiaptomus"
"4562","g__Eudesme","g__Pseudodiaptomus"
"4563","g__Haramonas","g__Pseudodiaptomus"
"4564","g__Hemiaulus","g__Pseudodiaptomus"
"4565","g__Kryptoperidinium","g__Pseudodiaptomus"
"4566","g__Mayamaea","g__Pseudodiaptomus"
"4567","g__Melosira","g__Pseudodiaptomus"
"4568","g__Micractinium","g__Pseudodiaptomus"
"4569","g__Myriogloea","g__Pseudodiaptomus"
"4570","g__Nannochloropsis","g__Pseudodiaptomus"
"4571","g__Neoporphyra","g__Pseudodiaptomus"
"4572","g__Nitzschia","g__Pseudodiaptomus"
"4573","g__norank_o__Chloroplast","g__Pseudodiaptomus"
"4574","g__Padina","g__Pseudodiaptomus"
"4575","g__Pedospumella","g__Pseudodiaptomus"
"4576","g__Pinnularia","g__Pseudodiaptomus"
"4577","g__Planosiphon","g__Pseudodiaptomus"
"4578","g__Pterosiphonia","g__Pseudodiaptomus"
"4579","g__Sellaphora","g__Pseudodiaptomus"
"4580","g__Skeletonema","g__Pseudodiaptomus"
"4581","g__Stephanodiscus","g__Pseudodiaptomus"
"4582","g__Synura","g__Pseudodiaptomus"
"4583","g__Thalassiosira","g__Pseudodiaptomus"
"4584","g__Cavernulicola","g__Tortanus"
"4585","g__Chlamydomonas","g__Tortanus"
"4586","g__Chlorella","g__Tortanus"
"4587","g__Chloropicon","g__Tortanus"
"4588","g__Chrysochromulina","g__Tortanus"
"4589","g__Cladosiphon","g__Tortanus"
"4590","g__Cladostephus","g__Tortanus"
"4591","g__Colpomenia","g__Tortanus"
"4592","g__Cryptomonas","g__Tortanus"
"4593","g__Cyanobium_PCC-6307","g__Tortanus"
"4594","g__Cyclostephanos","g__Tortanus"
"4595","g__Cyclotella","g__Tortanus"
"4596","g__Cymbella","g__Tortanus"
"4597","g__Dictyota","g__Tortanus"
"4598","g__Dinobryon","g__Tortanus"
"4599","g__Ethelia","g__Tortanus"
"4600","g__Eudesme","g__Tortanus"
"4601","g__Haramonas","g__Tortanus"
"4602","g__Hemiaulus","g__Tortanus"
"4603","g__Kryptoperidinium","g__Tortanus"
"4604","g__Mayamaea","g__Tortanus"
"4605","g__Melosira","g__Tortanus"
"4606","g__Micractinium","g__Tortanus"
"4607","g__Myriogloea","g__Tortanus"
"4608","g__Nannochloropsis","g__Tortanus"
"4609","g__Neoporphyra","g__Tortanus"
"4610","g__Nitzschia","g__Tortanus"
"4611","g__norank_o__Chloroplast","g__Tortanus"
"4612","g__Padina","g__Tortanus"
"4613","g__Pedospumella","g__Tortanus"
"4614","g__Pinnularia","g__Tortanus"
"4615","g__Planosiphon","g__Tortanus"
"4616","g__Pterosiphonia","g__Tortanus"
"4617","g__Sellaphora","g__Tortanus"
"4618","g__Skeletonema","g__Tortanus"
"4619","g__Stephanodiscus","g__Tortanus"
"4620","g__Synura","g__Tortanus"
"4621","g__Thalassiosira","g__Tortanus"
"4622","g__Munida","g__Carybdea"
"4623","g__Pseudopolydora","g__Carybdea"
"4624","g__Tumidotheres","g__Carybdea"
"4625","g__Sinocalanus","g__Carybdea"
"4626","g__Pseudodiaptomus","g__Carybdea"
"4627","g__Tortanus","g__Carybdea"
"4628","g__Sinocalanus","g__Hydra"
"4629","g__Pseudodiaptomus","g__Hydra"
"4630","g__Tortanus","g__Hydra"
"4631","g__Carybdea","g__Hydra"
"4632","g__Rathkea","g__Hydra"
"4633","g__Aequorea","g__Hydra"
"4634","g__Aglaophenia","g__Hydra"
"4635","g__Orthopyxis","g__Hydra"
"4636","g__Obelia","g__Hydra"
"4637","g__Agalma","g__Hydra"
"4638","g__Apolemia","g__Hydra"
"4639","g__Physophora","g__Hydra"
"4640","g__Pelagia","g__Hydra"
"4641","g__Laternula","g__Hydra"
"4642","g__Notopala","g__Hydra"
"4643","g__Fluminicola","g__Hydra"
"4644","g__Euspira","g__Hydra"
"4645","g__Hypselodoris","g__Hydra"
"4646","g__Reticulidia","g__Hydra"
"4647","g__Sulcospira","g__Hydra"
"4648","g__Glyptophysa","g__Hydra"
"4649","g__Brachionus","g__Hydra"
"4650","g__Lecane","g__Hydra"
"4651","g__Cephalodella","g__Hydra"
"4652","g__Polyarthra","g__Hydra"
"4653","g__Synchaeta","g__Hydra"
"4654","g__Cunea","g__Hydra"
"4655","g__Korotnevella","g__Hydra"
"4656","g__Vexillifera","g__Hydra"
"4657","g__Cochliopodium","g__Hydra"
"4658","g__Parvamoeba","g__Hydra"
"4659","g__Acanthamoeba","g__Hydra"
"4660","g__Nothophytophthora","g__Hydra"
"4661","g__Peronospora","g__Hydra"
"4662","g__Phytophthora","g__Hydra"
"4663","g__Globisporangium","g__Hydra"
"4664","g__Halophytophthora","g__Hydra"
"4665","g__Phytopythium","g__Hydra"
"4666","g__Pythium","g__Hydra"
"4667","g__Achlya","g__Hydra"
"4668","g__Leptolegnia","g__Hydra"
"4669","g__Haptoglossa","g__Hydra"
"4670","g__Apodera","g__Hydra"
"4671","g__Monosiga","g__Hydra"
"4672","g__Thecamonas","g__Hydra"
"4673","g__Cavernulicola","g__Hydra"
"4674","g__Chlamydomonas","g__Hydra"
"4675","g__Chlorella","g__Hydra"
"4676","g__Chloropicon","g__Hydra"
"4677","g__Chrysochromulina","g__Hydra"
"4678","g__Cladosiphon","g__Hydra"
"4679","g__Cladostephus","g__Hydra"
"4680","g__Colpomenia","g__Hydra"
"4681","g__Cryptomonas","g__Hydra"
"4682","g__Cyanobium_PCC-6307","g__Hydra"
"4683","g__Cyclostephanos","g__Hydra"
"4684","g__Cyclotella","g__Hydra"
"4685","g__Cymbella","g__Hydra"
"4686","g__Dictyota","g__Hydra"
"4687","g__Dinobryon","g__Hydra"
"4688","g__Ethelia","g__Hydra"
"4689","g__Eudesme","g__Hydra"
"4690","g__Haramonas","g__Hydra"
"4691","g__Hemiaulus","g__Hydra"
"4692","g__Kryptoperidinium","g__Hydra"
"4693","g__Mayamaea","g__Hydra"
"4694","g__Melosira","g__Hydra"
"4695","g__Micractinium","g__Hydra"
"4696","g__Myriogloea","g__Hydra"
"4697","g__Nannochloropsis","g__Hydra"
"4698","g__Neoporphyra","g__Hydra"
"4699","g__Nitzschia","g__Hydra"
"4700","g__norank_o__Chloroplast","g__Hydra"
"4701","g__Padina","g__Hydra"
"4702","g__Pedospumella","g__Hydra"
"4703","g__Pinnularia","g__Hydra"
"4704","g__Planosiphon","g__Hydra"
"4705","g__Pterosiphonia","g__Hydra"
"4706","g__Sellaphora","g__Hydra"
"4707","g__Skeletonema","g__Hydra"
"4708","g__Stephanodiscus","g__Hydra"
"4709","g__Synura","g__Hydra"
"4710","g__Thalassiosira","g__Hydra"
"4711","g__Sinocalanus","g__Rathkea"
"4712","g__Pseudodiaptomus","g__Rathkea"
"4713","g__Tortanus","g__Rathkea"
"4714","g__Carybdea","g__Rathkea"
"4715","g__Hydra","g__Rathkea"
"4716","g__Aequorea","g__Rathkea"
"4717","g__Aglaophenia","g__Rathkea"
"4718","g__Orthopyxis","g__Rathkea"
"4719","g__Obelia","g__Rathkea"
"4720","g__Agalma","g__Rathkea"
"4721","g__Apolemia","g__Rathkea"
"4722","g__Physophora","g__Rathkea"
"4723","g__Pelagia","g__Rathkea"
"4724","g__Laternula","g__Rathkea"
"4725","g__Notopala","g__Rathkea"
"4726","g__Fluminicola","g__Rathkea"
"4727","g__Euspira","g__Rathkea"
"4728","g__Hypselodoris","g__Rathkea"
"4729","g__Reticulidia","g__Rathkea"
"4730","g__Sulcospira","g__Rathkea"
"4731","g__Glyptophysa","g__Rathkea"
"4732","g__Brachionus","g__Rathkea"
"4733","g__Lecane","g__Rathkea"
"4734","g__Cephalodella","g__Rathkea"
"4735","g__Polyarthra","g__Rathkea"
"4736","g__Synchaeta","g__Rathkea"
"4737","g__Cunea","g__Rathkea"
"4738","g__Korotnevella","g__Rathkea"
"4739","g__Vexillifera","g__Rathkea"
"4740","g__Cochliopodium","g__Rathkea"
"4741","g__Parvamoeba","g__Rathkea"
"4742","g__Acanthamoeba","g__Rathkea"
"4743","g__Nothophytophthora","g__Rathkea"
"4744","g__Peronospora","g__Rathkea"
"4745","g__Phytophthora","g__Rathkea"
"4746","g__Globisporangium","g__Rathkea"
"4747","g__Halophytophthora","g__Rathkea"
"4748","g__Phytopythium","g__Rathkea"
"4749","g__Pythium","g__Rathkea"
"4750","g__Achlya","g__Rathkea"
"4751","g__Leptolegnia","g__Rathkea"
"4752","g__Haptoglossa","g__Rathkea"
"4753","g__Apodera","g__Rathkea"
"4754","g__Monosiga","g__Rathkea"
"4755","g__Thecamonas","g__Rathkea"
"4756","g__Cavernulicola","g__Rathkea"
"4757","g__Chlamydomonas","g__Rathkea"
"4758","g__Chlorella","g__Rathkea"
"4759","g__Chloropicon","g__Rathkea"
"4760","g__Chrysochromulina","g__Rathkea"
"4761","g__Cladosiphon","g__Rathkea"
"4762","g__Cladostephus","g__Rathkea"
"4763","g__Colpomenia","g__Rathkea"
"4764","g__Cryptomonas","g__Rathkea"
"4765","g__Cyanobium_PCC-6307","g__Rathkea"
"4766","g__Cyclostephanos","g__Rathkea"
"4767","g__Cyclotella","g__Rathkea"
"4768","g__Cymbella","g__Rathkea"
"4769","g__Dictyota","g__Rathkea"
"4770","g__Dinobryon","g__Rathkea"
"4771","g__Ethelia","g__Rathkea"
"4772","g__Eudesme","g__Rathkea"
"4773","g__Haramonas","g__Rathkea"
"4774","g__Hemiaulus","g__Rathkea"
"4775","g__Kryptoperidinium","g__Rathkea"
"4776","g__Mayamaea","g__Rathkea"
"4777","g__Melosira","g__Rathkea"
"4778","g__Micractinium","g__Rathkea"
"4779","g__Myriogloea","g__Rathkea"
"4780","g__Nannochloropsis","g__Rathkea"
"4781","g__Neoporphyra","g__Rathkea"
"4782","g__Nitzschia","g__Rathkea"
"4783","g__norank_o__Chloroplast","g__Rathkea"
"4784","g__Padina","g__Rathkea"
"4785","g__Pedospumella","g__Rathkea"
"4786","g__Pinnularia","g__Rathkea"
"4787","g__Planosiphon","g__Rathkea"
"4788","g__Pterosiphonia","g__Rathkea"
"4789","g__Sellaphora","g__Rathkea"
"4790","g__Skeletonema","g__Rathkea"
"4791","g__Stephanodiscus","g__Rathkea"
"4792","g__Synura","g__Rathkea"
"4793","g__Thalassiosira","g__Rathkea"
"4794","g__Sinocalanus","g__Aequorea"
"4795","g__Pseudodiaptomus","g__Aequorea"
"4796","g__Tortanus","g__Aequorea"
"4797","g__Carybdea","g__Aequorea"
"4798","g__Hydra","g__Aequorea"
"4799","g__Rathkea","g__Aequorea"
"4800","g__Aglaophenia","g__Aequorea"
"4801","g__Orthopyxis","g__Aequorea"
"4802","g__Obelia","g__Aequorea"
"4803","g__Agalma","g__Aequorea"
"4804","g__Apolemia","g__Aequorea"
"4805","g__Physophora","g__Aequorea"
"4806","g__Pelagia","g__Aequorea"
"4807","g__Laternula","g__Aequorea"
"4808","g__Notopala","g__Aequorea"
"4809","g__Fluminicola","g__Aequorea"
"4810","g__Euspira","g__Aequorea"
"4811","g__Hypselodoris","g__Aequorea"
"4812","g__Reticulidia","g__Aequorea"
"4813","g__Sulcospira","g__Aequorea"
"4814","g__Glyptophysa","g__Aequorea"
"4815","g__Brachionus","g__Aequorea"
"4816","g__Lecane","g__Aequorea"
"4817","g__Cephalodella","g__Aequorea"
"4818","g__Polyarthra","g__Aequorea"
"4819","g__Synchaeta","g__Aequorea"
"4820","g__Cunea","g__Aequorea"
"4821","g__Korotnevella","g__Aequorea"
"4822","g__Vexillifera","g__Aequorea"
"4823","g__Cochliopodium","g__Aequorea"
"4824","g__Parvamoeba","g__Aequorea"
"4825","g__Acanthamoeba","g__Aequorea"
"4826","g__Nothophytophthora","g__Aequorea"
"4827","g__Peronospora","g__Aequorea"
"4828","g__Phytophthora","g__Aequorea"
"4829","g__Globisporangium","g__Aequorea"
"4830","g__Halophytophthora","g__Aequorea"
"4831","g__Phytopythium","g__Aequorea"
"4832","g__Pythium","g__Aequorea"
"4833","g__Achlya","g__Aequorea"
"4834","g__Leptolegnia","g__Aequorea"
"4835","g__Haptoglossa","g__Aequorea"
"4836","g__Apodera","g__Aequorea"
"4837","g__Monosiga","g__Aequorea"
"4838","g__Thecamonas","g__Aequorea"
"4839","g__Cavernulicola","g__Aequorea"
"4840","g__Chlamydomonas","g__Aequorea"
"4841","g__Chlorella","g__Aequorea"
"4842","g__Chloropicon","g__Aequorea"
"4843","g__Chrysochromulina","g__Aequorea"
"4844","g__Cladosiphon","g__Aequorea"
"4845","g__Cladostephus","g__Aequorea"
"4846","g__Colpomenia","g__Aequorea"
"4847","g__Cryptomonas","g__Aequorea"
"4848","g__Cyanobium_PCC-6307","g__Aequorea"
"4849","g__Cyclostephanos","g__Aequorea"
"4850","g__Cyclotella","g__Aequorea"
"4851","g__Cymbella","g__Aequorea"
"4852","g__Dictyota","g__Aequorea"
"4853","g__Dinobryon","g__Aequorea"
"4854","g__Ethelia","g__Aequorea"
"4855","g__Eudesme","g__Aequorea"
"4856","g__Haramonas","g__Aequorea"
"4857","g__Hemiaulus","g__Aequorea"
"4858","g__Kryptoperidinium","g__Aequorea"
"4859","g__Mayamaea","g__Aequorea"
"4860","g__Melosira","g__Aequorea"
"4861","g__Micractinium","g__Aequorea"
"4862","g__Myriogloea","g__Aequorea"
"4863","g__Nannochloropsis","g__Aequorea"
"4864","g__Neoporphyra","g__Aequorea"
"4865","g__Nitzschia","g__Aequorea"
"4866","g__norank_o__Chloroplast","g__Aequorea"
"4867","g__Padina","g__Aequorea"
"4868","g__Pedospumella","g__Aequorea"
"4869","g__Pinnularia","g__Aequorea"
"4870","g__Planosiphon","g__Aequorea"
"4871","g__Pterosiphonia","g__Aequorea"
"4872","g__Sellaphora","g__Aequorea"
"4873","g__Skeletonema","g__Aequorea"
"4874","g__Stephanodiscus","g__Aequorea"
"4875","g__Synura","g__Aequorea"
"4876","g__Thalassiosira","g__Aequorea"
"4877","g__Sinocalanus","g__Aglaophenia"
"4878","g__Pseudodiaptomus","g__Aglaophenia"
"4879","g__Tortanus","g__Aglaophenia"
"4880","g__Carybdea","g__Aglaophenia"
"4881","g__Hydra","g__Aglaophenia"
"4882","g__Rathkea","g__Aglaophenia"
"4883","g__Aequorea","g__Aglaophenia"
"4884","g__Orthopyxis","g__Aglaophenia"
"4885","g__Obelia","g__Aglaophenia"
"4886","g__Agalma","g__Aglaophenia"
"4887","g__Apolemia","g__Aglaophenia"
"4888","g__Physophora","g__Aglaophenia"
"4889","g__Pelagia","g__Aglaophenia"
"4890","g__Laternula","g__Aglaophenia"
"4891","g__Notopala","g__Aglaophenia"
"4892","g__Fluminicola","g__Aglaophenia"
"4893","g__Euspira","g__Aglaophenia"
"4894","g__Hypselodoris","g__Aglaophenia"
"4895","g__Reticulidia","g__Aglaophenia"
"4896","g__Sulcospira","g__Aglaophenia"
"4897","g__Glyptophysa","g__Aglaophenia"
"4898","g__Brachionus","g__Aglaophenia"
"4899","g__Lecane","g__Aglaophenia"
"4900","g__Cephalodella","g__Aglaophenia"
"4901","g__Polyarthra","g__Aglaophenia"
"4902","g__Synchaeta","g__Aglaophenia"
"4903","g__Cunea","g__Aglaophenia"
"4904","g__Korotnevella","g__Aglaophenia"
"4905","g__Vexillifera","g__Aglaophenia"
"4906","g__Cochliopodium","g__Aglaophenia"
"4907","g__Parvamoeba","g__Aglaophenia"
"4908","g__Acanthamoeba","g__Aglaophenia"
"4909","g__Nothophytophthora","g__Aglaophenia"
"4910","g__Peronospora","g__Aglaophenia"
"4911","g__Phytophthora","g__Aglaophenia"
"4912","g__Globisporangium","g__Aglaophenia"
"4913","g__Halophytophthora","g__Aglaophenia"
"4914","g__Phytopythium","g__Aglaophenia"
"4915","g__Pythium","g__Aglaophenia"
"4916","g__Achlya","g__Aglaophenia"
"4917","g__Leptolegnia","g__Aglaophenia"
"4918","g__Haptoglossa","g__Aglaophenia"
"4919","g__Apodera","g__Aglaophenia"
"4920","g__Monosiga","g__Aglaophenia"
"4921","g__Thecamonas","g__Aglaophenia"
"4922","g__Cavernulicola","g__Aglaophenia"
"4923","g__Chlamydomonas","g__Aglaophenia"
"4924","g__Chlorella","g__Aglaophenia"
"4925","g__Chloropicon","g__Aglaophenia"
"4926","g__Chrysochromulina","g__Aglaophenia"
"4927","g__Cladosiphon","g__Aglaophenia"
"4928","g__Cladostephus","g__Aglaophenia"
"4929","g__Colpomenia","g__Aglaophenia"
"4930","g__Cryptomonas","g__Aglaophenia"
